Specific Learning Difficulties ,"Approximately 4% of all university students are diagnosed with a specific learning difficulty and respond well to teaching which takes account of this.?
Each Specific Learning Difficuly (SpLD) is characterised by an unusual skills profile. This often leads to difficulties with academic tasks, despite having average or above average intelligence or general ability.
Different individuals will face very different difficulties, even with a similar SpLD diagnosis.
Many students with an SpLD may experience a visual-perceptual discomfort and disturbance which is sometimes known as Irlen Syndrome. This affects their reading of print on white paper, on overheads and slides, and use of a computer.
Stress and anxiety may also have an impact, as individual students develop and implement their own coping strategies.
There are a number of ways in which you can adjust teaching to help students with SpLDs to participate effectively.

Upload all lecture notes and other teaching materials to the virtual learning environment (VLE) in advance of lectures so students can familiarise themselves with the general content and vocabulary.
Outline the structure of each lecture clearly at the start.
Avoid unnecessary jargon or unusual grammatical constructions and, when introducing a new term, write it out and provide a definition.
Provide a written glossary of terms to explain complex terminology.
Avoid asking students to read aloud, and make sure you give plenty of time when asking students to read documents to themselves.
Provide clear, step by step, written instructions to guide students through any practical work.
Ensure you give students plenty of time to gather their thoughts before they need to give a verbal response to a question.
Design your presentation slides in an inclusive and accessible way. Use a large and clear front (such as Arial, font size 22 or larger), limit each slide to a small number of key points and use diagrams, pictures, charts and other visual aids effectively.
Read our guidance on producing accessible written and printed materials, as this will provide advice about font choice, font size, etc.
Whenever possible, design all materials (including slides, handouts, school handbooks) on a pale yellow or pale blue background. For many students, a white background creates glare and is difficult to read.
Allow plenty of opportunities for questions and feedback.
If you know of a student who has an SpLD but has not contacted Disability Services,?encourage them to contact us.

"
Disclosing disability,"The Equality Act 2010 defines a disabled person as someone who has a physical or mental impairment that has a substantial and long-term adverse effect on their ability to carry out normal day-to-day activities.
The University of Leeds is committed to supporting students and staff who:

are deaf or hard of hearing 
are blind or partially-sighted 
have a physical disability, and/or mobility difficulties 
have a specific learning difficulty (for example, dyslexia or dyspraxia) 
have a developmental learning or behavioural condition (for example, AD[H]D) 
have an autism spectrum condition (for example, Asperger Syndrome) 
have a mental health condition 
have a long-term medical condition (for example, chronic fatigue syndrome, asthma, epilepsy, diabetes, cancer from the point of diagnosis, HIV) 
have a combination of these. 

How and when does the University find out about a student＊s disability?
Information about a student＊s disability is held on Banner and can be accessed by those with appropriate access. Remember that some students may choose not to disclose their disability at all.
Disclosure during the admissions process?
To enable the most appropriate support to be put in place, students are encouraged to disclose their disability when they apply to study at the University. If an applicant discloses at this stage, Disability Services?sends them information about the support they may be entitled to and the sources of funding for that support. We encourage the student to make contact with DSAS so that we can start to work with them.
If a student applies for Disabled Students' Allowance (DSA) and has an assessment of need, the school disability contact is sent a copy of the assessment. ?This can be shared with those who have responsibility for supporting that student.
If a student makes contact with DSAS and there is information that needs to be shared, with the permission of the student the Disability Coordinator will contact an appropriate person in the academic school.
Disclosure after registration?
Students can also disclose at any point during their studies by informing someone in their school or the?DSAS team. For a variety of reasons some students will choose not to disclose their disability.
If a student discloses a disability to you, you should encourage them to visit DSAS.?
Leeds undergraduate students progressing to postgraduate study?
If a student completed their undergraduate studies at Leeds and then applies for postgraduate study here, the University may have information on file about that student. This will not automatically be picked up unless the student discloses their disability during the postgraduate admissions process. ?
 "
Disability Contacts in Schools,"This page has moved! For information about the University＊s network of Disability Contacts, please click here.?
?
"
Funding for disabled students,"The main source of funding for disabled students from the UK is the Disabled Students' Allowance. ?
?
Disabled Students' Allowances (DSA)
DSA is funding provided to disabled students to assist with disability-related costs resulting from their programme of study and allowing them to participate fully. It is not means tested and does not need to be repaid.?Students receiving equipment through their DSA are allowed to keep that equipment when their programme has ended.
Most UK students are eligible to apply. Prospective students will have their specific needs assessed and will receive a needs assessment report.
For most students, DSA is provided by the government through Student Finance England. Students on healthcare courses will need to apply through the NHS.
Postgraduate research students who are funded by one of the Research Councils can apply for DSA. Further information is available on the Research Councils UK (RCUK) website.
Applying for DSA
The way in which students apply for and are assessed for funding differs between funding sources, as does the process for invoicing and reclaiming the cost of support.
The funding application process can take three months so applicants should be encouraged to apply as soon as possible. They do not have to have a confirmed place on a programme at the University.?
DSA provided by Student Finance England
Applicants for funding should follow the up to date guidance provided on the British Government website.?
?
?
?
DSA provided by the NHS?
Applicants to healthcare programmes should apply for DSA as part of their student bursary application. Up to date guidance and an online application system are provided on the NHS Business Services Authority website.?



DSA provided by Research Councils UK (RCUK)
Students funded by a Research Council should discuss their disability-related funding with a Disability Coordinator. Claims are submitted ona a proforma via graduate schools to the Postgraduate Scholarships Office, who are responsible for submitting applications to research councils. The deadline for submission is mid-October each year. Further information is available on the?Research Councils UK (RCUK) website.
What level of funding is available through DSA?

Funding will vary according to the results of each applicant's assessment of need, up to maximum levels which are available on the government website. These are reviewed regularly.
For undergraduate students funding is divided into allowances for specialist equipment, non-medical helpers and a general allowance.
For postgraduate students who have recently had equipment funded through DSA for an undergraduate programme, this may be deemed sufficient for further study.
Other sources of funding

Disability Services will work with students to find further sources of funding for students who either are not eligible for any of the DSA schemes or whose DSA funding does not cover the support that they need.
Encourage students to contact DSAS as soon as possible.?
Students who exceed their DSA will still receive support during their studies at Leeds.

"
Supporting disabled students,"Disability Services, schools and other services have an important role in the support provided to disabled students.
What type of support is available?
Students can access a range of support services, subject to availability and suitability, without applying for additional funding. These include:

receiving handouts and lecture presentations in advance 
access to campus-based computers with assistive technology (including text-to-speech, mind-mapping and magnification software) 
the loan of equipment (for example, digital voice recorders) 
adaptations to University accommodation 
modified examination arrangements 
extended library loans 
transcription services for eligible print-disabled students (to convert academic information into accessible formats, including braille, large print, e-text and audio) 
information and support from the Disability Services team. 

To access a range of other support services, students are likely to need to apply for additional funding, such as Disabled Students' Allowances (DSA). These services include:

one-to-one learning strategy support 
specialist mentor and/or personal assistant and/or note-taker support 
sign language interpreters. 

Support is available throughout the year, and is not restricted to University teaching terms.
Who decides what support is appropriate?
As part of the application for DSA funding, an individual needs assessment is made which looks at the student's disability and the requirements of the programme they are studying. The needs assessment is carried out at an assessment centre, such as the Leeds Assessment Centre.
A detailed report is produced following the needs assessment, which includes a list of recommendations for support and advice for academic schools.
A copy of the needs assessment report is sent to the disability contact in the student's parent school and should be made available to any colleagues who are responsible for supervising or supporting that student.
Students who are not eligible for DSA will have their support needs informally assessed by a Disability Coordinator from Disability Services. Details of any recommendations and advice for academic schools will be passed on as appropriate.
How are students supported in schools?
Each school has a disability contact who is the main link with the Disability Services team and who coordinates support for disabled students within the school.
For specific disabilities, there is some general guidance which will help schools to plan their support.

Dyslexia and other Specific Learning Difficulties
Characteristics of Specific Learning Difficulties
Each Specific Learning Difficulty (SpLD) is characterised by an uneven skills profile. This often leads to difficulties with academic tasks, despite having average or above average intelligence or general ability.
Different individuals will face very different difficulties, even with a similar SpLD diagnosis.
Many students with an SpLD may experience a visual-perceptual discomfort and disturbance which is sometimes known as Irlen Syndrome. This affects their reading of print on white paper, on overheads and slides, and use of a computer.
Stress and anxiety may also have an impact, as individual students develop and implement their own coping strategies.
Asperger Syndrome (AS) is sometimes considered to be a SpLD. However, here at Leeds, we categorise AS as an autism spectrum condition, rather than an SpLD.
What do academic schools need to do to provide equal access for a student with an SpLD?
If a student has a diagnosis of an SpLD and has approached Disability Services for support, it is likely they have had a full needs assessment and the school has received a detailed report containing specific recommendations.
There are some standard adjustments that academic schools should make in order to support students with SpLDs and these should be implemented whether or not a student has already had a needs assessment. Many of these adjustments will be beneficial to all students, including those without an SpLD.?

Provide students with module handbooks, which include a complete syllabus and reading lists, as well as guidance and information on essays, projects and other course-work. 
Make sure reading lists are available well in advance so students with SpLDs can devote more time and effort to understanding the material. 
Structure readings lists to indicate which are introductory texts and which are more advanced.? 

Further specific guidance applies to teaching and assessment.
What support do Disability Services provide?
No two people are affected by an SpLD in quite the same way. We tailor support to the individual student and work closely with academic schools to ensure the right support is in place. We offer students with SpLDs several types of support. Some of these are available without additional funding and others may be dependent on a student applying for Disabled Students Allowances (DSA) or other funding.
Services not requiring additional funding:
 

Access to campus-based computers with assistive technology (including text-to-speech, mind-mapping and magnification software). 
Loan of small items of equipment, such as recording devices. 
Modified examination arrangements, such as extra time or the use of a PC. 
Assistance in requesting copies of handouts or lecture presentations in advance. 
Extended library loan facilities, so that the student can keep library books for longer. 
Access to advice and guidance during the year, including a lunch-time drop-in service. 

Services funded through DSA or other funding sources:

Computer equipment or assistive software for the student to own. 
One-to-one strategy support, which usually involves the student spending one hour per week with a Disability Strategy Tutor to assist the student in developing academic strategies 每 such as note-taking, time management and essay structuring. 
Transcription services (to convert printed information into accessible formats, such as braille, large print, e-text and audio).? 

We encourage prospective students to contact Disability Services as early as possible in the application process so that we can work together to ensure support is in place from the very beginning of study.
Advice for staff
Contact Disability Services for further advice about dyslexia or other specific learning difficulties (SpLDs), or to discuss the needs of a particular student.?
Asperger Syndrome
Asperger Syndrome (AS) is an autism spectrum condition which is not uncommon; research suggests that around 1 person in 100 has AS. The University aims to provide equal access to learning to students with AS.
What do academic schools need to do to provide equal access for a student with AS?
If a student has a diagnosis of AS and has approached Disability Services for support, it is likely that they have had a needs assessment and the school has received a detailed report containing specific recommendations.
There are some standard adjustments that academic departments should make in order to support a student with AS and these should be implemented whether or not the student has had a needs assessment.
 

Check pre-programme literature: use clear and unambiguous language. 
Send a book list (with core texts clearly indicated) to the student in advance of their arrival. 
Invite the student to meet at least one academic member of the programme team before the course starts 每 staff should clarify their role and provide clear boundaries and guidelines for contact. 
Contact Disability Services as soon as possible for guidance and support. 
Send the student information about what the first day of school induction will be like and offer support to help them engage with the activities. 
Assist the student with familiarisation with the school, including student facilities and key staff. 
Identify a quiet place for retreat 每 students with AS often find noisy environments overwhelming which can lead to anxiety. 
Identify where the student can go for help with course-related issues 每 again, set clear boundaries and guidelines for contact.? 

Further specific guidance applies to teaching and assessment.
What support do Disability Services provide?
No two people are affected by AS in quite the same way and the specific characteristics of the condition can vary enormously. We tailor support to the individual student and work closely with academic schools to ensure the right support is in place. We offer students with AS several types of support. Some of these are available additional funding and others may be dependent on a student applying for Disabled Students Allowances (DSA) or other funding.
Services not requiring additional funding:

Support from a named Disability Coordinator who has specific responsibility for supporting students with Asperger Syndrome. 
Assistance with the application process for obtaining Disabled Students Allowances, where relevant. 
Creation of an Asperger Syndrome-specific Transitional Learning Contract to assist the student in making the transition from school or college to university. 
Assistance in negotiating special arrangements for examinations. 
Liaison with the student＊s department to ensure that any necessary adjustments are made to the methods of learning, teaching and assessment. 
Liaison with the University Library to agree additional borrowing rights. 

Services funded through DSA or other funding sources:

Regular study strategy support sessions with an independent specialist in AS 每 these sessions are aimed at helping the student develop long-term strategies to cope with their condition whilst at the University. 
Support from a specialist mentor, who will assist the student with his/her general organisation, work planning, time-management and revision. Mentors can also act as the student＊s assistant in getting about campus, taking notes in lectures and using the library. A key element of the mentor role is in assisting the student in communicating with their department or with other University services 
Assistive equipment, which may include a laptop, printer, internet connection or digital voice recorder 每 training is offered where needed 

We encourage prospective students to contact Disability Services as early as possible in the application process so that we can work together to ensure support is in place from the very beginning of study.?
Advice and training for staff
Contact Disability Services for further advice about autism spectrum conditions and Asperger syndrome, or to discuss the needs of a particular student.

Disability Services support and guidance sessions
Students do not need to be referred to Disability Services. There are two ways they can make direct contact, in person by visiting?Disability Services in Chemistry West.
Drop-in sessions
Drop-in sessions take place on week days from 9.30 until 4pm. Information will be provided regarding accessing support such as exam arrangements, study skills and mobility support. Advice will also be provided regarding Disabled Students' Allowance.
Students attending a drop-in may then be referred for a guidance appointment to discuss their concern in greater detail.
Guidance appointments
Guidance sessions take place daily during term time.
Students have a 25-minute session with a Disability Coordinator. These sessions should be booked through Disability Services reception. Appointments can be made on 0113 343 3927 and disability@leeds.ac.uk"
SUPPORT FOR DISABLED INTERNATIONAL STUDENTS,"The University welcomes?disabled international students and can offer support, advice and guidance.
Our Disability Services team is?one of the largest in the UK, with a range of specialist staff members working to support disabled students.
Disabled international students should register with Disability Services to access a wide range of free support, for example:

modified examination arrangements
equipment loan, if available
extended library loans
disabled students early induction programme
accessibility within IT computer clusters
transcription for eligible print-disabled students.

In addition, additional forms of support may be available through external funding such as Disabled Students＊ Allowances or bursaries. Eligbility for this funding depends on an international student＊s course and nationality. More information on this funding can be found on our dedicated disabled international students page.
We understand that applying for this funding can be complex. Disabled international students are warmly encouraged to contact Disability Services on disability@leeds.ac.uk with any questions.
Short-term support for disabled international students
The Disabled Students?Access Fund?is open to applications from all disabled students and pays for support?for non-academic related activities.??
Examples of the support that this funding may be provided for include:

if a student has just arrived at the University and requires support to access essential facilities such as a bank, supermarket or other facilties
if a student?requires someone to accompany them to?a club, society or recreational facility for the first time?
to support participation in an activity that is relevant to a student＊s?course of study where reasonable adjustments by the provider will not fully address their support needs.

Getting in touch?
If students have been accepted on a course at the University and would like to let us know about their support needs, they can download the?support requirements form?to complete?and return to disability@leeds.ac.uk. If you would like to speak to someone in Disability Services about support, email disability@leeds.ac.uk?or call 0113 343 3927.
"
Accessible written materials,"Design documents and written materials in ways that will make them accessible to as many people as possible.
Download good practice guidelines for producing accessible materials?and specific guidelines relating to colour blindness.
Remember to make your materials compatible with assistive software and hardware which will be of particular benefit to those who are blind or partially-sighted.
Advertise the fact that people can request information in alternative formats, including braille.
Structure documents clearly and use straightforward language. This is particularly important for those with specific learning disabilities (SpLDs) and international students and will benefit all readers.
 "
Guidance documents for staff,"This page contains guidance documents from Disability Services for any staff working with disabled students.

Contents:
1. SGADISA Banner code
2. Working with autistic students
3. General guidance

1. SGADISA Banner code

SGADISA is a form in Banner on which adjustments to learning and teaching can be recored. ?
SGADISA does not replace Support Summary Sheets.? But combined with the Argos reporting tool, it allows Schools to download up-to-date, consistently worded and consistently recommended reasonable adjustments for each disabled student.?
A shorter version of the Support Summary Sheet has been developed to align with SGADISA.
SGADISA launched in March 2022 and will be used for the 2022-23 intake of students in the first instance.? Please continue to check Support Summary Sheets for students in all other year groups.

Guidance documents for SGADISA

Guidance on SGADISA codes
List of SGADISA codes
SGAIDISA codes mapped for hybrid learning
SGADISA overview presentation

The following Sway presentation explains what SGADISA is and how it used

?

2. Working with autistic students
Autism is a neurodevelopmental condition. It is associated with differences in communication, social interaction, information processing, and sensory processing.
The guidance documents in this section provide advice for working with autistic students and identify how you can adapt practice to accommodate their needs.
Top tips?

Top tips for working with autistic students (PDF):?short tips to help you to teach and support autistic students
Autism: the postives (PDF): understanding, embracing and celebrating different ways of thinking
Effective communication between autistic and non autistic people (Word)

Support available at Leeds

Support for autistic students information sheet (Word):?a summary of the support available to autistic students at the University

Supporting autistic students in their studies

Supporting autistic students undertaking fieldwork (Word)
Supporting autistic students undertaking group work (Word)
Supporting autistic students undertaking lab work (Word)
Supporting someone in autistic meltdown (Word):?advice on supporting an autistic student experiencing stress, anxiety and overload

Diagnosis and resources

Screening and diagnosis information sheet (Word): more about the process of screening and diagnosis for adults who believe they may be autistic
Autism resouces and links (Word):?a series of external links and resources to learn more about autism

Useful links

An overview of the autistic experience (PDF)
Guidance on adjustments to vivas for autistic students (PDF)
Common sensory issues and potential solutions (PDF)


3. General guidance

Reasonable adjustments and competence standards (Word)
Commonly recommended reasonable adjustments (Word)

"
Assistive Technology ,"Disability Services offer a wide variety of advice and training in regards to assistive technology.
This technology includes: screen readers, speech-to-text,?productivity and organisational apps, mindmapping, accessibility tools?and much more.
One-to-one sessions
Students can attend one-to-one sessions with?an Assistive Technology Advisor to discuss needs, issues and solutions.?You can book?a session?here:?https://assistive-technology-workshops.appointlet.com/s/1-hour-consultation
Assistive Technology Minerva page
The dedicated Minerva page has been specially created to explore many aspects and examples of assistive technology:?https://minerva.leeds.ac.uk/webapps/blackboard/content/listContentEditable.jsp?content_id=_7095014_1&course_id=_512932_1&mode=reset
Student workshops
Students can book onto workshops looking at different areas of assistive technology including: time management, accessibility tools for students with visual impairement, finding effective?free apps, reducing anxiety through?mobile technology and more. For a list of sessions, session times and bookings please click on the following booking link?
?
"
Support worker team,"The Support Worker Team coordinates non-medical helper support for disabled students provided by the University of Leeds.?
We currently have no capacity for Specialist Mentor support, we have available capacity for all other roles. Our costs and other banding information can be found on our?non-medical help rates document. Students and Assessors can contact us?supportworkerteam@leeds.ac.uk
You can view our location on the campus map, or read our detailed guide on how to find us.
Note: This page is for needs assessors and University of Leeds staff. If you are a student looking for information on non-medical helper (NMH) support from the University of Leeds, please visit our student page.
The Support Worker Team is:

Charlotte Hendry-Webster?每 Support Worker Team Assistant Manager (Coordinates notetaking support and BSL interpreters)
Toni Duxbury?- Support Worker Team Finance Administrator (Finance, Invoicing and Timesheets)
Paige Coulson - Support Worker Team Scheme?Administrator?(coordinates PA, specialist Mentor and 1:1 Study Skills Support).

The University of Leeds provide the following NMH support:

PA/Library Support & Sighted Guide
Note-taking Support 
Specialist Mentor Support 
One-to-One Study Skills Support 
British Sign Language Interpreter Support

If you are looking for information on reasonable adjustments for specific departments or courses, please contact our Disability Coordinator Team.
If you have any questions regarding NMH support provided by the University of Leeds, please consult our ＆FAQs for Assessors＊ document. If your question is not addressed in this document, please contact the Support Worker Team.
Useful Links
Leeds Assessment Centre
"
Key Teams for International Students,"Who does what? Find out about some teams you can refer to, consult and work with, to help make sure international students have the best experience.?
International Student Office

Leads the delivery of international welcome services (in collaboration with other teams), supporting students who have accepted their offer, to prepare, have a warm welcome on arrival, settle in and build their communities and sense of belonging?
Provides a referral point for more complex enquiries related to being a student from outside the UK, working with International Office and other teams as needed to resolve issues
Supports inclusive and targeted communications for international students in collaboration with Student Communications, International Office and other teams?
Works with colleagues across the University and LUU and with students, to enhance the international student experience, including managing the gift-funded Global Community Enhancement Programme ?
Delivers activities and projects to help all students to make the most of being part of a global community at Leeds?

Contact: internationalwelcome@leeds.ac.uk or globalcommunity@leeds.ac.uk?
International Office

Supports prospective students, applicants and offer holders with finding out about Leeds and making their choice ?
Leads on pre-arrival communications for international students?
Runs the Link to Leeds Ambassadors team of current students who support international students online as they decide, prepare, arrive and settle in?
Collaborates with International Student Office and other teams on the delivery of international welcome services?
Has regional specialists who can be consulted about cultural and country/region factors related to student experience?
Manages relationships and supports sponsors and sponsored students. ?

Contact: internationaloffice@leeds.ac.uk?
Student Visa Advice

Provides specialist student visa advice and information to international students before they arrive and during their time at Leeds, including helping them apply for the correct visa, resolve any issues related to their visa, and understand their responsibilities as a visa holder ?
Ensures student visa advice and information on university websites is kept up to date?
Can be consulted by staff with questions related to student visas and immigration?
The only team who are authorised to give individual students and their families advice about their immigration status.

Contact: StudentVisaAdvice@leeds.ac.uk?
Student Information Service

Student Information Service can respond to common international travel, arrival and settling in queries, and can make referrals to relevant specialist teams.

Contact: StudentInfo@leeds.ac.uk
Student Services Counter Team

Manages the process and support for students to collect their Biometric Residence Permit from the University ?
Helps students open a UK bank account, providing online bank introduction letters, liaising with local banks, and supporting any students with difficulties opening an account.?
Supports the police registration process, liaising with West Yorkshire Police and maintaining guidance for students?
Also manages processes for all students such as registration, ID check and student cards, and general services that are useful for international students such as registration certificates, transcripts and statements.?

Contact: studentinfo@leeds.ac.uk?
Student Immigration Compliance Team

Responsible for ensuring that all University policies and processes are complaint with UK Home Office UK Visas & Immigration rules and guidance.? Without a UKVI licence,?the University is?unable to recruit and retain international students who need a visa for the UK.?
Responsible for assigning CAS for taught students who wish to extend their stay?
Responsible for approving Change of Programme requests for visa-sponsored students.

Contact for staff: pbs@leeds.ac.uk
Study Abroad Office

Manage the relationship with 300+ exchange partner institutions?
Responsible for the admissions of Incoming Study Abroad (ISA) and Leeds International Summer School (LISS) students on exchange and fee-paying short-term programmes?
Supports prospective ISA and LISS applicants preparing for their Leeds programme?
Collaborates with International Student Office and academic teaching schools to organise welcome and orientation?
Organises and facilitates the LISS programme each July?

Contact: ISA: studyabroad@leeds.ac.uk or LISS: summer@leeds.ac.uk ?
International Pathways Centre
There are three main international pathways into University of Leeds managed by the International Pathways Centre (IPC). The first is internal, the latter two are external: ?

University of Leeds International Foundation Year ?
NCUK (Northern Consortium UK) ??
Study Group＊s Leeds International Study Centre (LISC)?

University of Leeds International Foundation Year is parented by the IPC and constitutes year 0 of the University＊s own ＆Degree with Integrated International Foundation Year＊ variants. Modules within the IFY are written and taught by Schools across the University. ?
Contact for IFY student support: IFYProgramme@leeds.ac.uk ?
Contact for IFY admissions: IFYAdmissions@leeds.ac.uk ?

NCUK (the commercial arm of an educational charity of which Leeds is a founder member) operates many centres worldwide, providing students with an option for Foundation, International Year One or Masters Preparation study in their home country before beginning their journey at Leeds. The IPC manages the relationship with NCUK and works with Schools providing support for NCUK students applying to a selected number of University of Leeds programmes within UG and PG.?

Contact: ncuk@leeds.ac.uk ??

Study Group＊s Leeds International Study Centre (LISC). Study Group are a private education provider working with universities globally. LISC is a Leeds based centre for the Universities of Leeds and Leeds Beckett (host university) offering tailored Foundation and International Year One programmes. The IPC manages the relationship with Leeds International Study Centre (LISC) based in Headingley and facilitates admission to selected University of Leeds UG programmes. ?

Contact: studygroup@leeds.ac.uk ??
Language Centre and Language Zone

Language Centre delivers pre-sessional English programmes before students start a main course?

Contact: langc@leeds.ac.uk ?

Language Zone offers language learning resources and advice and runs activities for current students to practise English and other languages and meet peers for language/cultural exchange ?

Contact: languagezone@leeds.ac.uk?
Skills@Library

Runs Academic English courses and workshops and individual consultation for current students and postgraduate researchers as part of a programme of study skills workshops and webinars, and one-to-one support?

Contact: skills@library.leeds.ac.uk?
?
"
International Welcome,"This section explains the range of international welcome support that is available to new and returning students, before and when they arrive in Leeds.?
This information was updated on 7th?July 2022.
International welcome services have?been redesigned in response to COVID-19 and the development of the institutional welcome, induction and transition programme.?International arrival?and self-isolation support is?open to students and postgraduate researchers coming to Leeds from outside the UK (whether their fee status is international, EU or home).
Key teams?
International Student Office leads the delivery of International Welcome services, working in collaboration with other key teams for international students, and with support from the Conference and Events Team and?Great Food at Leeds.
Contact for students and staff:?studentinfo@leeds.ac.uk?


Welcome information and services before and after arriving in Leeds
Pre-arrival information
Our Prepare for Leeds pages?host information to help students prepare for their journey to Leeds, including travel, arrival, what to bring and immigration information.
International arrival support services
We offer?arrival support services?to help students have a smooth arrival and settling in experience in Leeds. Our arrival support services include:

A pick-up service from Leeds Bradford Airport and Manchester Airport to our University campus 每?this service must be booked at least five days before arrival
A welcome food box that they can book to receive on arrival
Kitchen equipment, bedding, or other essential items that can be ordered to be delivered to their accommodation? ?

Find out more how to book our arrival services.
Arriving and settling in
The University Welcome Guide provides all students with information to help the get started in Leeds. International students can also be signposted to our dedicated pages, where there is more information on processes they will need to?complete in their first weeks, as well as events and talks delivered as part of?International Orientation.
Information include opening a bank account, collecting their Biometric Residence Permit (BRP), registering with the police as well as useful information for international families and more.
International Orientation
Our International Orientation?has been designed to help students find all the key information they need to make a good start in Leeds. We will cover information about how to complete start-up processes on arrival, staying safe in and around campus, opportunities available at Leeds and self-care while adapting to culture and lifestyle changes.?We will also be delivering a?week-long programme of social events and tours to help students meet new people and make friends.?
Enquiry handling support
The Student Information Service?can help international students with settling in enquiries.?Alongside this, the International Welcome helpdesk supports the initial arrival experience at key times.
International Welcome helpdesk opening times and contact details are on?https://students.leeds.ac.uk/orientation??
Peer and social support
New students can chat to current student ambassadors from our Link to Leeds team before they travel and when they arrive.
We will offer the opportunity for students to meet at our?International Welcome Lounge?as part of Internationl Orientation week. Run by a friendly team of student hosts, International Welcome Lounge will have the opportunity to join in student-run social activities.?
Students can also join?Global Caf谷?every Monday 5:30-7:30pm in Common Ground in the?Leeds University Union.?Global Caf谷 is a?great place for UK and international students to relax with friends and meet new people whilst enjoying free refreshments.?
?Students can also sign up to the new University Buddy Scheme, which is open to all new and returning students of any study level.?
Text to signpost arrival and orientation services to students
If you need to include signposting information in emails or communications to students or postgraduate researchers, please use or adapt this text:
If you＊re coming to Leeds from outside the UK for the first time, visit our Prepare for Leeds webpages for essential information to help you plan your journey. You＊ll also find information about when to arrive, what to bring with you, and how to book arrival support, including our airport pick-up service from Leeds Bradford Airport and Manchester Airport. Please complete the international arrival form as soon as you have booked your flight, and at least five days before you arrive.?
When you arrive, our International Orientation programme will help you settle in and our friendly Student Information Service can help you with any questions. You＊ll be able to join orientation sessions, tours and social events to help you feel at home and meet new people. Make sure you also check our information about processes to complete during your first weeks in Leeds.??
If you have questions about preparing to travel to Leeds or what to do when you arrive, please email studentinfo@leeds.ac.uk?
?
"
Student Visa Advice,"Information about how the Student Visa Advice team supports international students and when to refer students to them with queries relating to student visas and UK immigration.
Giving immigration advice to individuals is regulated by the Office of the Immigration Services Commissioner (OISC) so only staff specifically trained for this are permitted to give immigration advice. ?Giving general information and signposting to websites is not classed as immigration advice and can be done by all staff.
When to refer a student
If a student may need immigration advice related to their situation, unless urgent, direct them to the relevant website in the first instance where they can find initial information and advice and then contact the Student Visa Advice team with any specific questions.?

Applicant and offer holder immigration information is on the visas and immigration section of www.leeds.ac.uk/international ?
Visa advice for current students is on students.leeds.ac.uk/visa

Student Visa Advice team can provide specific advice if students:

have an immigration question before or after coming to Leeds
need to extend their visa to stay in the UK
have to take re-sit examinations and need immigration advice
are considering changing to part-time study and need immigration advice
are considering withdrawal or suspension and need immigration advice
are bringing a partner or family to the UK
need advice about their right to work or volunteer in the UK

How to refer a student

explain the Student Visa Advice service and how to contact the team (see contact email below)
explain why you are referring the student and why it is important they receive specialist advice
encourage the student to contact us, including their Student ID number, and to have all necessary documents with them when they are seeking immigration advice. A student＊s passport and visa may be needed for immigration related questions.?

Contact Student Visa Advice team (for students and staff)
StudentVisaAdvice@leeds.ac.uk
Immigration
The Student Visa advisers are the only people in the University allowed by law to give immigration advice to students. This includes:

applying for visas overseas
visa extensions in the UK
immigration restrictions related to resits, suspension, withdrawal and part-time study
immigration issues for dependants and visitors.

Miscellaneous Research Students
If you are inviting a student to the UK for a period of miscellaneous research, you can find the relevant visa information on our visas for research and study visits?page. Staff can contact the Student Visa Advice team ?with questions needed to ensure that the University remains compliant with our legal responsibilities.
?
Student Immigration Compliance
As the holder of a licence to sponsor international students for a Student Route visa, the University of Leeds has to comply with a range of requirements, For example we are required to report student to the UK Visas & Immigration section of the Home Office in the following circumstances:

failure to register
poor attendance
withdrawal from course
suspensions for longer than 60 days
extensions to end dates
early completion of course
changes of courses or programmes.

You can read more about our responsibilities in the Home Office Student Policy Guidance.
Attendance Monitoring
The attendance of all students must be monitored by the parent school and recorded on the University＊s attendance monitoring systems. Read the University＊s Attendance monitoring policy and guidance for schools for more information.
Time Limits
Most international students are now subject to a cap on the amount of time they can spend on their studies. For students studying below degree level, the limit is usually two years. For more information, visit our Tier 4 time limits page.
Contact Student Immigration Compliance (for staff)
pbs@leeds.ac.uk
"
Study Success Resource,"
This page contains information about the Study Success Resource which has been created to support returning students with progression to their next level of study.?
WHAT IS IT?
The Study Success Resource is a new online undergraduate study skills package, which can be found on Minerva here ?
?
The self-led online package provides a wealth of resource to support undergraduate students undertaking resits or/and transitioning into their next academic year. It will provide an interactive skills audit tool so that students can plan and prioritise their skills development, together with a carefully curated collection of key resources. These resources include time management and digital skills for online learning, revision and online exam guidance, and academic reading and writing support.?
WHY IS IT IMPORTANT?
The Study Success Resource has been designed for undergraduates resitting modules in 2020/21 and/or students who are likely to struggle with their studies and would not ordinarily have been able to progress to their next year.?They will need every encouragement to take up this new resource along with personal tutor support, wider resources and personal support?from their School and Skills@Library.?It is crucial that students?should be getting all the?specialised?support?they need ahead of the new year.

"
